date,product_id,total_qty_kg,gross_sales,discount_amount,tax_amount,net_sales
2024-01-01,TOM001,15.57437786977407,542.4711583653933,10.73887078350121,26.5869390965697,531.732287581892
2024-01-01,POT002,12.66394060339144,441.0977174198966,8.732061266709714,21.61854684406914,432.3656561531869
2024-01-01,ONI003,26.13275433939284,910.2299710655691,18.0190999868036,44.61108840793356,892.2108710787654
2024-01-01,CAR004,2.728557675250304,95.03839287426308,1.881399600346832,4.657906552668609,93.15699327391626
2024-01-01,COW005,17.05701970838261,594.1130565109297,11.76118443584492,29.1179492335212,582.3518720750848
2024-01-01,BTR006,9.360745648791191,326.0441333659022,6.454436819250494,15.97967999388867,319.5896965466516
2024-01-01,BRN007,34.14039507196916,1189.144106852978,23.54054166664937,58.28089006835172,1165.603565186329
2024-01-01,LIM008,15.02670792557973,523.3952664412863,10.36124049792014,25.65201459601706,513.0340259433661
2024-01-01,APP009,34.58081519897165,1204.484380375309,23.84422088092553,59.03272896627929,1180.640159494384
2024-01-01,GUR010,0.6046859584969929,21.06181672847202,0.4169440620481738,1.032256240701038,20.64487266642384
2024-01-01,TOM001,73.68421209571787,2470.925167008098,112.89032797105,117.9018263205115,2358.034839037047
2024-01-01,POT002,1.372808841582183,46.03574931018066,2.103257074479545,2.19662618365558,43.9324922357011
2024-01-01,ONI003,101.9733208723149,3419.57167947295,156.2315903251919,163.1671212171672,3263.340089147758
2024-01-01,CAR004,78.53822438502938,2633.699535973949,120.3270776319415,125.6687128436191,2513.372458342007
2024-01-01,COW005,49.23228480806758,1650.954636028933,75.42794610502301,78.77639086731945,1575.52668992391
2024-01-01,BTR006,32.51301448916435,1090.290897759954,49.81263644702213,52.02395029315243,1040.478261312932
2024-01-01,BRN007,52.94219319292598,1775.362643317291,81.11183363530105,84.71260110308044,1694.25080968199
2024-01-01,LIM008,6.985869821688299,234.2640446969662,10.70293232299194,11.17806361754206,223.5611123739743
2024-01-01,APP009,5.72873948836174,192.1074565965094,8.776904323300023,9.16653417308555,183.3305522732094
2024-01-01,GUR010,33.70933200514779,1130.408189835171,51.64549416369888,53.93817338086681,1078.762695671472
2024-01-01,TOM001,13.28829278420682,274.2127050033583,3.769950251527532,13.52213773759154,270.4427547518308
2024-01-01,POT002,53.6257243068107,1106.602267027987,15.2138665306263,54.56942002486802,1091.38840049736
