date,product_id,total_orders,total_customers,total_qty_kg,gross_sales,discount_amount,delivery_fee,tax_amount,net_sales
2024-01-01,TOM001,1.784859434485284,1.13256140822761,2.141544596975194,66.27147239692965,3.87909450428135,5.977917164591757,3.119633230852773,56.41446072805655
2024-01-01,POT002,13.67032640636811,8.674343663478561,16.40219565127124,507.5764744229849,29.7101760565067,45.7851622885733,23.89342472014243,432.0811360779049
2024-01-01,ONI003,33.85609446666427,21.48298363748174,40.62187462996231,1257.069989134701,73.58057864088367,113.39208249566,59.17474246119259,1070.097327998157
2024-01-01,CAR004,20.13944440589644,12.77924584791823,24.16409803496234,747.7735267257932,43.76972584214827,67.45177131221446,35.20035180678791,636.5520295714305
2024-01-01,COW005,38.58245804736588,24.48204165254542,46.29275167161056,1432.558919817159,83.85254215627518,129.2217940288403,67.43562878230564,1219.484583632044
2024-01-01,BTR006,40.40271162666197,25.6370619960345,48.47676355655233,1500.144569703656,87.80855993527868,135.318254570968,70.61712500819098,1277.01775519741
2024-01-01,BRN007,43.41432392706005,27.54804490150798,52.09021452388939,1611.965129676011,94.3537973348105,145.4048577598835,75.88091532648916,1372.206474581317
2024-01-01,LIM008,18.39166250716897,11.67021155073372,22.06704052466586,682.8787357862626,39.97121318224722,61.59803560031579,32.14552385439761,581.3094870036996
2024-01-01,APP009,20.02492459369614,12.70657865784735,24.02669265707895,743.5214290947422,43.52083611696628,67.0682173259391,35.00019049165662,632.9323756518369
2024-01-01,GUR010,18.7331945846329,11.88692668422489,22.47682415303183,695.5597532417602,40.71347623060218,62.74190745301389,32.74246431798428,592.1043695581441
2024-01-01,TOM001,14.19076799936322,10.67339815336721,9.25128913804641,282.0481848611899,26.76961030033724,23.35836799279801,12.76380743942726,231.9202065680547
2024-01-01,POT002,26.95256715792049,20.27201632390601,17.5710005125674,535.6949422738721,50.84359912328745,44.36461663340272,24.24233679370737,440.486726517182
2024-01-01,ONI003,39.4619098635171,29.68075271785902,25.72612969948519,784.324009007851,74.44135150407573,64.95531547919181,35.49379559390788,644.9273420245836
2024-01-01,CAR004,2.391345030655889,1.798618484595882,1.558973010369897,47.52910662083865,4.511057792444968,3.93621523699884,2.150882002573269,39.08183359139485
2024-01-01,COW005,15.20179550591746,11.43382909846783,9.910401300973112,302.142831823296,28.67682295821404,25.02254519236849,13.67317051337798,248.4434636727135
2024-01-01,BTR006,20.31718095032364,15.28129849255111,13.24523911953791,403.8135221992401,38.32653852603359,33.44260079759041,18.27417553254109,332.0443828756161
2024-01-01,BRN007,25.14855282263638,18.91515084095727,16.39492193629564,499.8393093191736,47.44048797849637,41.39516278074724,22.61972612213794,411.00365855993
2024-01-01,LIM008,43.66297541858552,32.84052851996177,28.46490128250095,867.8221617747122,82.36628465500864,71.87037710246405,39.27242066816109,713.5855000172396
2024-01-01,APP009,37.517575750585,28.21834757308957,24.45857342201599,745.67945451011,70.77353969155227,61.75489167458472,33.74497507788728,613.151023143973
2024-01-01,GUR010,9.155329500495272,6.886059795244307,5.968570578207495,181.9664776097156,17.27070747054967,15.06990710985369,8.234710256278802,149.6258630293122
2024-01-01,TOM001,8.081911764293002,6.696441176128488,11.21261347001542,571.7486131472617,34.78731917469342,67.69224564360064,26.84811088098136,469.2690483289676
2024-01-01,POT002,19.42365085637628,16.09388213814034,26.94781823668341,1374.111195875108,83.60605282327997,162.6880598813834,64.525368144882,1127.817083170444
2024-01-01,ONI003,12.62782104381013,10.46305172201411,17.51947812129521,893.3454582823998,54.3544713112024,105.7677427038579,41.94962150753727,733.2232442673394
2024-01-01,CAR004,25.82025762177414,21.39392774375571,35.8222877028031,1826.63420696796,111.1392414638719,216.2645760668095,85.77489581953368,1499.230389437279
2024-01-01,COW005,1.444765354720285,1.197091293911094,2.004426174128789,102.2088104864129,6.218765434837726,12.10102437905603,4.799510508380788,83.88902067251918
2024-01-01,BTR006,27.38673080459112,22.69186266666121,37.99556784026673,1937.453143864178,117.881879119236,229.3849973950713,90.9787197328517,1590.186267349871
2024-01-01,BRN007,15.01160047021767,12.43818324675179,20.82666558950942,1061.984094888044,64.6150752582638,125.7337343155786,49.86853676206312,871.6352853142013
2024-01-01,LIM008,19.41652255579667,16.08797583194582,26.937928636125,1373.606909749578,83.5753701735966,162.6283548650545,64.50168793035655,1127.403184710927
2024-01-01,APP009,35.38901277834996,29.32232487348996,49.09770521403192,2503.568408908796,152.3264443738279,296.4102821142528,117.5623004496786,2054.831682420715
2024-01-01,GUR010,10.39772675007072,8.615259307201455,14.42550901514097,735.5791578302602,44.75538086719013,87.0889826353352,34.54124826373494,603.7347943277349
2024-01-02,TOM001,31.78245618034533,23.94278365586015,77.32459705636816,4410.556326251916,110.4323816594339,66.76858394366947,215.0061972296241,4233.355360648813
2024-01-02,POT002,36.92691788669134,27.81827814130747,89.84072942379424,5124.470253965183,128.3074997863606,77.57606909636117,249.8081377089411,4918.586685082461
2024-01-02,ONI003,36.25480517703767,27.31195323336838,88.20552400872084,5031.198955274602,125.972154561641,76.16409471592074,245.261340035648,4829.06270599704
2024-01-02,CAR004,25.2655483061485,19.0333797239652,61.46939465897222,3506.183514753638,87.78851632948712,53.07786388155677,170.9197499212075,3365.317134542594
2024-01-02,COW005,31.31878644022292,23.59348578496793,76.19651948996633,4346.211346304986,108.8212993247466,65.79450655362031,211.869502349012,4171.59554042662
2024-01-02,BTR006,32.48863523388501,24.47477187619338,79.04268361502665,4508.555123902494,112.8860949381647,68.25212489934563,219.7834514482165,4327.416904064985
